"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
1767,-122.15,37.47,37,1844,382,1634,417,2.7993,"NEAR BAY"
1768,-118.04,33.96,37,1948,395,1163,379,3.225,"<1H OCEAN"
1769,-119.35,36.2,29,1938,404,1487,414,1.7462,"INLAND"
1770,-120.38,39.82,10,1262,258,510,209,2.1667,"INLAND"
1771,-119.63,36.64,33,1036,181,620,174,3.4107,"INLAND"
1772,-118.06,33.81,25,3497,513,1839,544,5.4216,"<1H OCEAN"
1773,-117.91,33.74,15,715,214,1394,244,3.3846,"<1H OCEAN"
1774,-117.44,34.09,12,3598,828,2588,781,2.375,"INLAND"
1775,-118.47,34.03,29,3287,882,1523,823,3.7381,"<1H OCEAN"
1776,-117.65,34.04,28,2360,607,2623,592,2.5048,"INLAND"
1777,-118.42,34.05,52,2533,402,981,386,7.8164,"<1H OCEAN"
1778,-116.94,32.84,32,1607,253,778,262,4.5278,"<1H OCEAN"
1779,-122.7,38.45,39,2015,335,640,315,4.1734,"<1H OCEAN"
1780,-118.08,33.97,36,1620,298,1258,309,3.9773,"<1H OCEAN"
1781,-122.26,38.57,22,509,103,139,73,2.1979,"INLAND"
1782,-118.22,33.95,42,3896,981,4496,993,3.153,"<1H OCEAN"
1783,-122.38,40.69,21,1774,370,875,354,1.7422,"INLAND"
1784,-118.44,34.05,15,5368,1312,2269,1232,5.7097,"<1H OCEAN"
1785,-122.61,38.09,18,6205,821,2311,756,6.9081,"<1H OCEAN"
1786,-122.69,38.45,36,1943,337,711,318,3.9191,"<1H OCEAN"
1787,-122.28,37.86,49,2932,668,1361,608,1.9798,"NEAR BAY"
1788,-123.83,41.88,18,1504,357,660,258,3.13,"<1H OCEAN"
1789,-119.56,37.29,14,2391,451,798,308,3.0924,"INLAND"
1790,-122.36,40.48,21,2333,514,1308,509,2.0899,"INLAND"
1791,-120.93,37.66,10,7566,1348,3227,1199,4.744,"INLAND"
1792,-118.37,33.97,21,3616,1060,2515,945,2.7464,"<1H OCEAN"
1793,-119.71,34.41,18,1225,317,694,306,3.6823,"NEAR OCEAN"
1794,-117.09,34.22,16,1347,327,271,91,4,"INLAND"
1795,-119.31,36.32,23,2945,592,1419,532,2.5733,"INLAND"
1796,-122.03,37.28,29,3752,468,1320,471,9.8937,"<1H OCEAN"
1797,-122.2,37.8,41,2070,354,804,340,5.1184,"NEAR BAY"
1798,-118.24,33.96,39,643,186,821,191,2.5729,"<1H OCEAN"
1799,-119.77,36.3,24,2202,471,1052,439,2.1038,"INLAND"
1800,-118.1,34,32,2122,591,1929,539,2.7311,"<1H OCEAN"
1801,-122.26,37.82,31,4596,1331,2048,1180,2.8345,"NEAR BAY"
1802,-122.28,37.88,52,1909,416,811,406,3.006,"NEAR BAY"
1803,-122.08,37.59,16,1816,365,1367,355,4.235,"NEAR BAY"
1804,-121.99,37.3,28,4863,901,2110,868,5.1483,"<1H OCEAN"
1805,-121,37.64,52,530,177,325,158,1.1875,"INLAND"
1806,-121.79,39.73,8,5690,1189,2887,1077,3.0625,"INLAND"
1807,-117.32,33.22,15,4784,1039,1810,986,2.4375,"NEAR OCEAN"
1808,-117.12,32.9,14,3249,937,1929,838,2.8588,"<1H OCEAN"
1809,-117.97,33.66,22,3914,600,1871,607,5.8541,"<1H OCEAN"
1810,-118.31,33.97,47,2066,422,1156,380,2.7917,"<1H OCEAN"
1811,-121.85,39.75,39,568,127,267,129,1.8095,"INLAND"
1812,-118.24,33.97,37,1212,314,1403,279,2.5536,"<1H OCEAN"
1813,-117.51,33.97,35,352,62,184,57,3.6691,"INLAND"
1814,-118.05,33.98,41,1406,428,1174,390,2.0147,"<1H OCEAN"
1815,-118.18,37.35,16,3806,794,1501,714,2.1212,"INLAND"
1816,-117.24,33.17,4,9998,1874,3925,1672,4.2826,"<1H OCEAN"
1817,-117.89,33.86,28,1395,398,1220,362,3.3008,"<1H OCEAN"
1818,-117.39,33.92,25,2886,583,2327,577,2.3851,"INLAND"
1819,-119.82,36.77,41,1441,274,646,296,3.0568,"INLAND"
1820,-121.81,37.99,22,2331,359,1086,340,5.1435,"INLAND"
1821,-118.24,33.96,30,859,221,912,191,1.9041,"<1H OCEAN"
1822,-117.24,32.79,20,961,278,525,254,3.1838,"NEAR OCEAN"
1823,-118.22,33.82,30,1680,469,1779,429,3.6086,"NEAR OCEAN"
1824,-116.95,33.68,11,1183,178,543,147,4.4792,"INLAND"
1825,-121.03,37.55,32,946,198,624,173,1.9728,"INLAND"
1826,-115.62,33.04,20,1121,244,766,230,2.2969,"INLAND"
1827,-118.56,34.2,35,2273,NA,1431,403,4.0789,"<1H OCEAN"
1828,-117.7,33.62,19,2957,492,1639,495,5.0686,"<1H OCEAN"
1829,-122.35,37.57,52,2059,345,800,308,4.97,"NEAR OCEAN"
1830,-118.1,33.91,36,1080,201,719,201,4.2679,"<1H OCEAN"
1831,-117.95,34.08,34,2278,476,1728,448,3.125,"<1H OCEAN"
1832,-118.46,35.12,16,4084,812,2033,668,3.2405,"INLAND"
1833,-121.29,37.96,52,888,324,630,258,1.2411,"INLAND"
1834,-117.22,32.75,24,3914,985,2147,874,2.9735,"NEAR OCEAN"
1835,-122.33,37.91,36,1954,513,1437,440,1.125,"NEAR BAY"
1836,-117.83,33.79,25,2070,513,1078,460,2.9312,"<1H OCEAN"
1837,-119.6,36.56,36,738,168,737,186,1.4415,"INLAND"
1838,-118.3,33.98,48,1998,410,1176,382,3.0455,"<1H OCEAN"
1839,-120.56,38.48,14,3545,702,946,411,3.4609,"INLAND"
1840,-118.47,34.42,17,913,228,530,201,3.038,"<1H OCEAN"
1841,-118.57,34.27,20,7384,845,2795,872,9.6047,"<1H OCEAN"
1842,-121.29,38.9,45,2019,394,1104,407,3.1691,"INLAND"
1843,-120.99,37.64,41,1580,385,881,361,2.7538,"INLAND"
1844,-121.99,37.33,33,2023,425,1016,405,3.9417,"<1H OCEAN"
1845,-120.94,39.05,8,3758,717,1744,661,3.1972,"INLAND"
1846,-118.3,33.88,29,850,229,563,204,3.7375,"<1H OCEAN"
1847,-118.52,34.24,6,3218,949,2295,876,3.0926,"<1H OCEAN"
1848,-120.02,37.57,17,2116,425,909,319,2.7188,"INLAND"
1849,-117.28,32.77,38,1267,340,442,250,4.3403,"NEAR OCEAN"
1850,-122.76,38.46,14,4742,756,2149,732,4.5152,"<1H OCEAN"
1851,-118.42,33.9,29,1929,523,686,455,5.5347,"<1H OCEAN"
1852,-122.52,38.53,35,1227,236,548,207,4.875,"INLAND"
1853,-122.28,37.91,38,2501,348,805,329,6.5576,"NEAR BAY"
1854,-118.39,33.89,38,1851,332,750,314,7.3356,"<1H OCEAN"
1855,-120.25,37.93,13,493,76,196,68,3.375,"INLAND"
1856,-121.32,38.13,5,3136,501,1327,467,5.5942,"INLAND"
1857,-122.12,37.68,35,1958,484,1146,448,2.95,"NEAR BAY"
1858,-115.55,32.8,23,666,142,580,160,2.1136,"INLAND"
1859,-117.31,34.51,18,2704,698,1611,597,2.0243,"INLAND"
1860,-117.11,32.67,52,280,71,217,71,1.4844,"NEAR OCEAN"
1861,-118.38,33.82,34,1822,364,750,366,5.9907,"NEAR OCEAN"
1862,-120.99,37.66,46,1750,347,754,356,2.9137,"INLAND"
1863,-121.32,38.01,20,1903,395,919,359,2.6765,"INLAND"
1864,-120.45,34.94,26,1058,232,891,243,3.6422,"<1H OCEAN"
1865,-122.82,38.4,40,2406,423,1054,426,3.8846,"<1H OCEAN"
1866,-121.38,38.68,35,1643,298,831,305,4.0673,"INLAND"
1867,-118.65,34.21,5,5429,665,2315,687,9.6465,"<1H OCEAN"
1868,-118.25,34.13,52,322,88,229,89,2.125,"<1H OCEAN"
1869,-118.17,34.08,33,851,231,936,228,3.375,"<1H OCEAN"
1870,-118.4,33.92,25,1453,271,695,283,5.9499,"<1H OCEAN"
1871,-120.46,37.29,30,2972,635,1940,590,2.3594,"INLAND"
1872,-118.18,33.95,39,2121,579,1991,528,2.9094,"<1H OCEAN"
1873,-122.13,37.77,24,2459,317,916,324,7.0712,"NEAR BAY"
1874,-121.3,38.66,32,2915,492,1292,454,3.3188,"INLAND"
1875,-122.25,37.87,41,685,141,266,123,5.2289,"NEAR BAY"
1876,-121.9,37.28,34,4613,749,2050,725,5.3922,"<1H OCEAN"
1877,-118.36,34.09,36,1616,465,773,429,2.6,"<1H OCEAN"
1878,-122.17,37.74,47,463,134,327,137,2.15,"NEAR BAY"
1879,-121.5,38.57,44,1375,351,766,321,2.1719,"INLAND"
1880,-118.36,33.8,34,2629,369,966,375,10.1241,"NEAR OCEAN"
1881,-117.69,34.1,17,3759,1035,1722,847,2.6074,"INLAND"
1882,-117.96,33.83,34,982,148,498,156,6.3214,"<1H OCEAN"
1883,-118.15,33.92,28,1038,252,912,245,2.5875,"<1H OCEAN"
1884,-122.46,37.68,23,2812,769,1983,681,2.9413,"NEAR OCEAN"
1885,-118.3,34.1,29,3403,1367,3432,1174,1.7083,"<1H OCEAN"
1886,-118.33,33.96,42,1686,361,737,319,2.3,"<1H OCEAN"
1887,-117.64,33.65,4,6842,1512,3256,1439,5.4132,"<1H OCEAN"
1888,-117.57,33.93,3,1240,151,519,146,7.5408,"INLAND"
1889,-122,37.3,29,3429,524,1518,520,7.218,"<1H OCEAN"
1890,-121.87,37.35,37,1566,375,1223,346,3.2793,"<1H OCEAN"
1891,-122.12,37.68,37,2412,394,975,375,4.0417,"NEAR BAY"
1892,-116.84,32.86,16,2502,532,1211,494,3.2516,"<1H OCEAN"
1893,-121.32,38.69,11,13796,2372,6000,2250,3.8776,"INLAND"
1894,-118.3,34.19,52,2962,468,1364,466,4.9042,"<1H OCEAN"
1895,-117.81,33.66,20,2851,490,1192,463,5.8752,"<1H OCEAN"
1896,-122.53,38.01,16,1495,292,472,284,3.4432,"NEAR BAY"
1897,-124.23,41.75,11,3159,616,1343,479,2.4805,"NEAR OCEAN"
1898,-117.17,34.05,29,4007,700,1576,696,3.1801,"INLAND"
1899,-119.76,36.74,52,2137,448,1194,444,1.3029,"INLAND"
1900,-119.55,36.69,21,1551,423,1519,406,1.7132,"INLAND"
1901,-124.14,40.6,27,1148,206,521,219,4.025,"NEAR OCEAN"
1902,-118.61,34.73,25,3080,587,1558,510,5.0839,"INLAND"
1903,-118.54,34.19,33,2205,453,1242,419,4.1319,"<1H OCEAN"
1904,-118.63,34.16,33,2896,455,1116,411,6.0192,"<1H OCEAN"
1905,-119.86,36.8,18,2536,516,1196,466,2.5595,"INLAND"
1906,-118.39,34.23,18,3405,831,3001,795,3.0083,"<1H OCEAN"
1907,-121.73,38,3,9217,1522,3578,1272,5.0016,"INLAND"
1908,-122.03,37.96,20,2636,691,1142,627,2.1083,"NEAR BAY"
1909,-117.79,34.11,18,3814,721,1881,692,4.4722,"INLAND"
1910,-118.07,34.12,43,1554,287,802,277,4.2312,"INLAND"
1911,-118.42,34.26,37,1789,424,2279,411,3.9,"<1H OCEAN"
1912,-119.28,37.11,34,1901,394,171,73,3.0729,"INLAND"
1913,-116.96,32.9,16,3047,495,1507,499,5.3008,"<1H OCEAN"
1914,-119.11,35.39,22,984,176,451,170,3.25,"INLAND"
1915,-118.4,33.87,34,3145,786,1352,727,5.0976,"<1H OCEAN"
1916,-118.29,34.16,42,413,107,349,107,4.3438,"<1H OCEAN"
1917,-117.93,33.71,10,2775,717,1581,633,4.1366,"<1H OCEAN"
1918,-122.22,37.78,51,1637,463,1543,393,2.489,"NEAR BAY"
1919,-121.79,37.66,22,14701,2210,6693,2232,5.98,"INLAND"
1920,-118.32,34.17,45,3448,690,1562,643,4.0648,"<1H OCEAN"
1921,-123.21,40.51,16,241,84,152,61,1.375,"INLAND"
1922,-118.4,34.07,22,2170,593,850,520,2.9107,"<1H OCEAN"
1923,-118.17,33.84,29,4716,1372,2515,1272,2.726,"<1H OCEAN"
1924,-118.13,34.04,40,1444,312,881,303,3.1083,"<1H OCEAN"
1925,-124.15,40.59,39,1186,238,539,212,2.0938,"NEAR OCEAN"
1926,-118.41,33.96,44,1802,306,753,282,6.0286,"<1H OCEAN"
1927,-122.01,37.4,14,4841,1130,813,517,3.7614,"<1H OCEAN"
1928,-121.24,38.7,13,3243,488,1585,480,5.7133,"INLAND"
1929,-117.1,32.9,16,2994,445,1047,437,5.149,"<1H OCEAN"
1930,-117.33,33.97,8,152,19,1275,20,1.625,"INLAND"
1931,-117.76,33.72,15,941,266,366,248,4.3636,"<1H OCEAN"
1932,-121.92,37.33,52,2009,338,841,338,5.5259,"<1H OCEAN"
1933,-118.01,33.75,30,3380,722,2269,652,4.525,"<1H OCEAN"
1934,-121.93,38.01,9,2294,389,1142,365,5.3363,"INLAND"
1935,-118.41,34.07,47,2979,626,1076,571,3.9904,"<1H OCEAN"
1936,-116.95,32.83,14,12517,2506,6389,2333,3.3081,"<1H OCEAN"
1937,-119.17,34.16,17,5276,1020,4066,984,4.5828,"NEAR OCEAN"
1938,-117.23,32.8,31,1403,388,724,371,2.6403,"NEAR OCEAN"
1939,-118.37,33.93,10,199,41,61,56,2.8958,"<1H OCEAN"
1940,-117.31,34.08,40,2011,495,1528,469,1.9375,"INLAND"
1941,-118.27,34.25,39,699,150,358,143,4.4375,"<1H OCEAN"
1942,-119.71,34.42,39,1172,322,606,316,2.16,"<1H OCEAN"
1943,-117.11,32.75,34,2131,594,1373,562,2.113,"NEAR OCEAN"
1944,-121.88,37.34,52,867,232,1264,227,2.6312,"<1H OCEAN"
1945,-118.42,33.93,28,4603,993,2191,943,4.5743,"<1H OCEAN"
1946,-118.21,33.93,30,2831,862,3649,883,1.9668,"<1H OCEAN"
1947,-118.09,34.15,46,271,74,150,55,2.2321,"INLAND"
1948,-121.93,37.93,16,2876,391,1089,377,6.299,"INLAND"
1949,-118.42,33.96,24,4393,966,1257,579,5.0714,"<1H OCEAN"
1950,-118.29,34.08,43,3056,1345,3920,1304,1.925,"<1H OCEAN"
1951,-117.42,34.08,28,2300,419,1312,444,3.4844,"INLAND"
1952,-118.27,34.03,50,395,232,948,243,1.7546,"<1H OCEAN"
1953,-118.13,34.07,32,1880,428,1404,424,3.085,"<1H OCEAN"
1954,-119.72,34.43,33,1028,377,753,356,2.3454,"<1H OCEAN"
1955,-117.28,33.18,14,676,118,384,126,6.2096,"NEAR OCEAN"
1956,-118.17,33.77,45,2508,797,1340,720,2.6786,"NEAR OCEAN"
1957,-119.99,37.51,14,2878,617,1011,509,1.398,"INLAND"
1958,-117.05,33.03,14,5180,1051,1639,991,4.5,"<1H OCEAN"
1959,-120.46,36.87,20,1287,310,954,269,1.3386,"INLAND"
1960,-118.19,34.12,36,2833,720,2148,709,2.7012,"<1H OCEAN"
1961,-124.11,40.93,17,1661,329,948,357,2.7639,"NEAR OCEAN"
1962,-120.76,38.6,14,2925,625,1226,437,2.5865,"INLAND"
1963,-117.89,33.99,22,3272,618,1784,591,4.0324,"<1H OCEAN"
1964,-118.38,34.18,24,1983,651,2251,574,2.4792,"<1H OCEAN"
1965,-119.59,34.43,28,2718,542,1066,442,4.2059,"<1H OCEAN"
1966,-117.66,34.15,20,2524,311,965,285,8.0103,"INLAND"
1967,-116.97,33.75,22,3740,965,2011,824,1.3039,"INLAND"
1968,-118.4,33.99,36,1225,213,591,227,5.4663,"<1H OCEAN"
1969,-118.32,34.06,52,983,246,578,204,5.7393,"<1H OCEAN"
1970,-118.35,33.9,13,2887,853,2197,800,2.8777,"<1H OCEAN"
1971,-118.22,33.91,31,571,153,841,158,2.6154,"<1H OCEAN"
1972,-119.45,36.61,24,1302,NA,693,243,3.7917,"INLAND"
1973,-121.62,39.76,14,2063,559,934,529,1.7788,"INLAND"
1974,-118.18,34.09,44,1688,426,1605,384,3.3785,"<1H OCEAN"
1975,-118.12,33.76,43,3070,668,1240,646,3.7813,"NEAR OCEAN"
1976,-118.41,34.02,19,4702,1472,2636,1334,3.3955,"<1H OCEAN"
1977,-123.73,40.48,25,2015,524,746,251,1.7153,"INLAND"
1978,-118.26,34.12,52,1942,476,1375,477,2.7348,"<1H OCEAN"
1979,-118.19,33.99,37,2073,614,2544,598,2.9054,"<1H OCEAN"
1980,-122.22,37.79,46,2366,575,1647,527,2.6042,"NEAR BAY"
1981,-117.85,33.83,26,1904,292,945,303,5.6784,"<1H OCEAN"
1982,-122.67,38.44,32,3771,741,1786,721,3.2415,"<1H OCEAN"
1983,-121.54,39.33,27,720,150,359,138,2.5313,"INLAND"
1984,-122.21,40.2,19,3404,731,1421,683,2.6149,"INLAND"
1985,-119.97,38.94,26,1485,334,406,180,1.9667,"INLAND"
1986,-118.2,34.06,46,453,119,533,132,2.2961,"<1H OCEAN"
1987,-118.49,34.24,35,2707,446,1224,445,5.2939,"<1H OCEAN"
1988,-121.24,38.64,13,4491,689,1657,667,5.259,"INLAND"
1989,-118.3,34.05,36,1723,569,1664,501,1.9323,"<1H OCEAN"
1990,-117.91,33.84,35,1244,324,1603,322,2.9583,"<1H OCEAN"
1991,-122.14,37.71,27,3094,866,1364,789,2.6101,"NEAR BAY"
1992,-121.28,38.03,11,826,150,684,166,3.9265,"INLAND"
1993,-121.96,37.34,18,4438,939,1901,895,5.3873,"<1H OCEAN"
1994,-117.96,34.48,32,1896,342,806,299,4.5769,"INLAND"
1995,-118.21,34.02,43,1811,513,2123,487,1.3615,"<1H OCEAN"
1996,-121.82,36.86,17,1573,272,142,55,2.1719,"NEAR OCEAN"
1997,-122.68,41.15,32,817,206,224,89,3.631,"INLAND"
1998,-117.91,33.83,32,1855,527,2568,504,2.5509,"<1H OCEAN"
1999,-118.31,34.09,36,787,420,1506,360,1.2412,"<1H OCEAN"
2000,-117.65,34.14,16,2196,287,949,289,8.6573,"INLAND"
2001,-122.42,37.8,52,4079,1112,1466,1024,4.5913,"NEAR BAY"
2002,-118.31,33.94,40,1917,438,1021,383,2.2448,"<1H OCEAN"
2003,-121.54,38.59,40,2120,504,1304,464,2.0368,"INLAND"
2004,-122.25,38.05,30,1255,297,779,307,1.6767,"NEAR BAY"
2005,-122.45,37.78,52,3975,716,1515,691,5.0156,"NEAR BAY"
2006,-122.07,37.93,45,1544,244,614,238,5.0255,"NEAR BAY"
2007,-118.36,34.09,36,1390,458,874,468,2.5812,"<1H OCEAN"
2008,-118.1,33.96,40,1743,328,981,291,3.6667,"<1H OCEAN"
2009,-117.01,32.81,26,4499,645,1866,626,5.516,"<1H OCEAN"
2010,-120.49,37.32,10,1275,255,620,240,3.0263,"INLAND"
2011,-118.3,33.74,23,3075,860,1584,806,2.9386,"NEAR OCEAN"
2012,-121.81,37.35,29,2396,452,2000,481,4.375,"<1H OCEAN"
2013,-121.84,36.94,29,4921,967,2319,823,4.9517,"NEAR OCEAN"
2014,-118.32,34.16,49,1074,170,403,208,6.2547,"<1H OCEAN"
2015,-117.78,33.68,14,1750,336,852,300,4.6793,"<1H OCEAN"
2016,-117.66,35.62,11,5897,1138,2728,1072,4.15,"INLAND"
2017,-122.4,37.68,41,2267,486,1045,459,4.1146,"NEAR BAY"
2018,-117.07,32.56,9,3648,895,3293,840,3.0992,"NEAR OCEAN"
2019,-118.42,34.15,31,1861,430,736,360,5.2853,"<1H OCEAN"
2020,-124.3,41.8,19,2672,552,1298,478,1.9797,"NEAR OCEAN"
2021,-118.36,33.95,42,2532,627,2038,591,2.875,"<1H OCEAN"
2022,-118.16,34.03,40,2201,636,2682,595,2.359,"<1H OCEAN"
2023,-122.03,37.56,31,4981,964,2841,924,4.8962,"NEAR BAY"
2024,-122.47,37.69,30,837,213,606,199,4.875,"NEAR OCEAN"
2025,-118.42,34.18,31,2887,646,1626,637,3.6745,"<1H OCEAN"
2026,-119.31,36.32,44,2032,308,791,336,4.0298,"INLAND"
2027,-122.17,37.75,47,998,211,597,185,3.1587,"NEAR BAY"
2028,-124.14,41.95,21,2696,578,1208,494,2.275,"NEAR OCEAN"
2029,-119.38,35.49,34,2304,437,1506,403,2.2071,"INLAND"
2030,-118.45,34.17,21,2152,527,996,470,3.2386,"<1H OCEAN"
2031,-117.32,34.48,8,4627,887,2739,846,3.0204,"INLAND"
2032,-118.3,34.02,42,2386,670,2327,661,1.6699,"<1H OCEAN"
2033,-117.61,34.1,9,18956,4095,10323,3832,3.6033,"INLAND"
2034,-121.44,38.57,52,3080,545,975,495,3.776,"INLAND"
2035,-118.21,34.09,39,1287,353,1171,345,1.6118,"<1H OCEAN"
2036,-116.94,32.89,24,2541,381,1078,372,5.2542,"<1H OCEAN"
2037,-118.34,34.05,39,975,292,723,285,2.2725,"<1H OCEAN"
2038,-118.02,34.05,28,991,255,1145,265,2.3611,"<1H OCEAN"
2039,-122.18,37.76,50,1187,261,907,246,1.9479,"NEAR BAY"
2040,-124.27,40.69,36,2349,528,1194,465,2.5179,"NEAR OCEAN"
2041,-122.03,37.87,21,3521,447,1396,467,8.2673,"NEAR BAY"
2042,-122.03,37.37,16,3402,1193,1479,1043,3.5861,"<1H OCEAN"
2043,-116.96,32.8,16,3920,1094,2612,1023,1.3291,"<1H OCEAN"
2044,-122.46,37.72,45,2399,419,1225,399,4.0855,"NEAR OCEAN"
2045,-118.1,34.15,14,1442,369,782,343,2.7431,"INLAND"
2046,-121.45,38.56,52,3170,476,1027,457,4.63,"INLAND"
2047,-122.39,37.59,33,2064,299,813,303,6.0374,"NEAR OCEAN"
2048,-121.92,37.45,10,3937,1054,2032,1002,3.2617,"<1H OCEAN"
2049,-122.27,37.86,49,2052,435,924,414,2.5417,"NEAR BAY"
2050,-122.21,37.83,34,5065,788,1627,766,6.8976,"NEAR BAY"
2051,-121.79,37.23,17,2281,359,1226,394,5.4193,"<1H OCEAN"
2052,-118.37,33.97,41,1833,355,847,348,5.726,"<1H OCEAN"
2053,-117.09,32.64,20,1999,651,1302,592,1.6321,"NEAR OCEAN"
2054,-117.4,34.18,16,1769,254,1778,251,5.3671,"INLAND"
2055,-122.44,37.72,52,1380,272,847,284,3.7143,"NEAR BAY"
2056,-115.37,32.82,30,1602,322,1130,335,3.5735,"INLAND"
2057,-122.71,38.44,27,966,251,462,230,1.7,"<1H OCEAN"
2058,-118.19,33.87,35,1769,436,1166,386,2.875,"<1H OCEAN"
2059,-117.09,32.76,10,1922,577,1595,545,1.5208,"NEAR OCEAN"
2060,-122.26,37.88,52,2551,417,894,404,6.2425,"NEAR BAY"
2061,-121.8,36.72,14,2493,407,1296,418,5.4508,"<1H OCEAN"
2062,-117.14,32.74,16,6075,1816,2592,1634,2.5553,"NEAR OCEAN"
2063,-117.41,33.95,37,1462,257,849,287,3.0542,"INLAND"
2064,-118.19,33.89,31,886,224,1154,247,2.1071,"<1H OCEAN"
2065,-118.01,34.12,32,1937,332,922,340,3.94,"INLAND"
2066,-119.12,36.19,21,2645,464,1245,407,2.9145,"INLAND"
2067,-122.09,37.35,37,1795,285,791,261,7.5794,"NEAR BAY"
2068,-117.25,32.94,16,4755,807,1829,756,6.7694,"NEAR OCEAN"
2069,-118.32,34.02,51,2010,460,1355,433,2.0304,"<1H OCEAN"
2070,-122.73,38.44,35,1120,297,659,274,2.3824,"<1H OCEAN"
2071,-117.94,33.86,33,1013,312,706,266,2.1432,"<1H OCEAN"
2072,-121.24,37.94,5,2232,488,1857,435,2.8705,"INLAND"
2073,-118.07,33.97,32,3400,826,3017,793,2.4607,"<1H OCEAN"
2074,-118.26,33.95,44,1481,329,999,315,1.5147,"<1H OCEAN"
2075,-118.41,34.15,33,4032,868,1695,869,4.3468,"<1H OCEAN"
2076,-117.85,34.14,35,2899,429,1251,429,6.1049,"INLAND"
2077,-120.16,36.96,18,508,104,393,114,3,"INLAND"
2078,-118.43,34.24,35,1416,261,995,272,3.7143,"<1H OCEAN"
2079,-118.45,34.19,37,1073,254,739,253,2.4667,"<1H OCEAN"
2080,-122.07,40.95,14,2721,627,1356,468,3.0299,"INLAND"
2081,-121.2,37.8,28,3264,576,1512,567,3.7546,"INLAND"
2082,-120.45,37.31,20,4379,753,2055,716,3.7652,"INLAND"
2083,-118.14,33.86,36,1703,325,845,308,5.0106,"<1H OCEAN"
2084,-118.24,33.95,21,1260,342,1167,310,0.9708,"<1H OCEAN"
2085,-118.4,34.19,35,2180,599,1483,574,3.0395,"<1H OCEAN"
2086,-122.09,37.89,35,880,139,352,132,6.8686,"NEAR BAY"
2087,-122.27,38,12,1592,242,969,233,6.1576,"NEAR BAY"
2088,-117.99,33.75,22,3024,754,2357,743,3.3125,"<1H OCEAN"
2089,-118.46,34.23,16,6338,1768,4718,1632,3.0187,"<1H OCEAN"
2090,-118.99,35.4,48,1908,331,789,321,3.5714,"INLAND"
2091,-119.19,34.46,39,2056,381,939,371,6.6257,"<1H OCEAN"
2092,-117.31,34.11,38,1208,321,1225,317,1.4663,"INLAND"
2093,-118.35,34.04,38,1626,375,1019,372,2.3687,"<1H OCEAN"
2094,-118.35,33.89,29,2940,708,2175,684,3.6486,"<1H OCEAN"
2095,-121.84,37.99,15,2380,385,1292,388,4.6029,"INLAND"
2096,-117.07,32.81,15,2000,402,778,369,4.3594,"<1H OCEAN"
2097,-119.76,34.44,28,1985,582,1092,548,2.4701,"NEAR OCEAN"
2098,-117.97,34.1,26,1399,277,1285,276,4,"INLAND"
2099,-117.25,32.73,39,1688,256,635,272,4.5938,"NEAR OCEAN"
2100,-121.25,38.14,16,1174,242,464,261,2.3,"INLAND"
2101,-118.34,34.07,52,3421,598,1203,564,4.1618,"<1H OCEAN"
2102,-119.22,34.28,24,2212,332,899,331,5.533,"NEAR OCEAN"
2103,-117.76,33.72,11,4508,618,1993,573,10.4498,"<1H OCEAN"
2104,-118.25,33.9,38,1201,223,733,206,3.3804,"<1H OCEAN"
2105,-118.03,34.05,36,1359,317,1557,370,2.7955,"<1H OCEAN"
2106,-117.17,32.7,33,4084,897,1804,833,4.0488,"NEAR OCEAN"
2107,-118.15,34.71,35,1503,309,842,300,2.5278,"INLAND"
2108,-122.1,37.37,40,2224,354,929,345,8.1064,"NEAR BAY"
2109,-118.02,33.75,26,2989,479,1596,475,5.7157,"<1H OCEAN"
2110,-122.06,37.63,12,6711,1374,3388,1289,3.8625,"NEAR BAY"
2111,-118.12,34.05,32,3775,786,2416,792,3.6625,"<1H OCEAN"
2112,-119.04,35.35,27,4590,897,2212,894,3.1753,"INLAND"
2113,-118.21,34.03,45,1860,472,1893,456,2.6573,"<1H OCEAN"
2114,-120.2,37.8,30,1189,255,446,165,3.4838,"INLAND"
2115,-118.37,34.04,43,1465,278,727,290,4.0781,"<1H OCEAN"
2116,-117.93,33.78,28,4380,820,2187,835,3.9018,"<1H OCEAN"
2117,-122.24,38.1,49,1851,356,849,307,2.9432,"NEAR BAY"
2118,-117.04,32.77,16,7963,1881,3769,1804,2.9624,"<1H OCEAN"
2119,-118.34,33.99,48,2225,433,1170,401,2.9643,"<1H OCEAN"
2120,-122.59,38.43,20,2791,546,785,512,3.4561,"<1H OCEAN"
2121,-118.44,34.15,29,5474,1457,2352,1326,3.415,"<1H OCEAN"
2122,-118.41,34,35,684,161,381,159,2.8393,"<1H OCEAN"
2123,-117.85,33.89,24,3326,503,1616,494,5.7457,"<1H OCEAN"
2124,-117.34,33.71,10,2591,486,1255,425,3.1513,"<1H OCEAN"
2125,-122.42,37.66,41,2189,414,1063,409,4.7361,"NEAR OCEAN"
2126,-122.64,41.63,19,2722,479,1108,430,3.1062,"INLAND"
2127,-118.28,34.01,50,2601,794,3080,770,1.8656,"<1H OCEAN"
2128,-122.18,39.55,28,1471,259,673,246,3.25,"INLAND"
2129,-117.22,33.36,16,3165,482,1351,452,4.605,"<1H OCEAN"
2130,-122.01,37.31,23,6846,1078,2951,1063,6.3702,"<1H OCEAN"
2131,-121.76,37.33,5,4153,719,2435,697,5.6306,"<1H OCEAN"
